"data_rif","age","profession","region","account_balance","num_trx_cd","num_trx_cc","num_trx_cp","num_mov_conto","sum_mov_conto_pos","sum_mov_conto_neg","num_prodotti","TARGET"
"2022-07-31",22,"Studente","PIEMONTE",-32164.1577127836,0,0,13,0,0,0,1,"0"
"2022-07-31",23,"Non occupato","MOLISE",106326.18087846832,0,0,0,8,1312,-1672,2,"0"
"2022-07-31",21,"Imprenditore","LOMBARDIA",-185504.97113499668,0,79,0,0,0,0,2,"0"
"2022-07-31",21,"Imprenditore","CALABRIA",164743.6986577992,14,0,0,8,800,-3520,2,"0"
"2022-07-31",21,"Studente","VENETO",87811.11641817825,0,0,30,7,2436,-2975,1,"0"
"2022-07-31",25,"Lavoratore dipendente","LAZIO",-48714.07393497972,0,46,0,0,0,0,8,"0"
"2022-07-31",34,"Lavoratore dipendente","CAMPANIA",56726.41587707562,0,36,17,10,3390,-3190,1,"0"
"2022-07-31",21,"Imprenditore","BASILICATA",14551.664046405209,168,35,24,0,0,0,7,"1"
"2022-07-31",21,"Non occupato","LAZIO",175489.8227815038,0,0,0,0,0,0,7,"0"
"2022-07-31",22,"Non occupato","UMBRIA",155702.37667183313,0,23,0,0,0,0,7,"0"
"2022-07-31",21,"Lavoratore dipendente","MOLISE",-111455.81829047394,76,74,0,20,8380,-7100,1,"0"
"2022-07-31",22,"Non occupato","SARDEGNA",-64079.72991223085,0,53,6,38,16226,-13300,1,"0"
"2022-07-31",22,"Studente","UMBRIA",-79486.79242374699,0,46,11,9,1692,-2340,5,"1"
"2022-07-31",67,"Non occupato","BASILICATA",-63366.04684822105,0,35,26,60,3420,-16140,1,"0"
"2022-07-31",25,"Studente","LIGURIA",-38929.519867104966,109,0,0,0,0,0,1,"0"
"2022-07-31",53,"Lavoratore dipendente","VENETO",37126.6656830687,104,15,36,0,0,0,2,"0"
"2022-07-31",24,"Studente","ABRUZZO",-245805.97184779897,0,0,64,36,9288,-14364,1,"0"
"2022-07-31",23,"Non occupato","MARCHE",79210.49796113482,33,0,0,36,14112,-8784,1,"0"
"2022-07-31",33,"Imprenditore","CALABRIA",85690.83122224548,62,0,10,0,0,0,4,"1"
"2022-07-31",23,"Studente","TRENTINO-ALTO ADIGE",-30616.81259494234,95,0,,0,0,0,2,"0"
"2022-07-31",33,"Studente","SICILIA",-32552.805509670536,0,65,0,0,0,0,1,"0"
"2022-07-31",22,"Lavoratore dipendente","VENETO",33126.23983987002,0,0,0,63,19152,-27594,10,"0"
"2022-07-31",24,"Lavoratore autonomo","MARCHE",36603.7581386036,147,0,40,56,22904,-23352,6,"0"
"2022-07-31",23,"Studente","LIGURIA",-139829.3861343606,0,0,0,0,0,0,2,"0"
"2022-07-31",47,"Studente","TOSCANA",87928.06210107733,0,0,31,0,0,0,8,"0"
"2022-07-31",47,"Studente","SICILIA",322337.91371533065,0,32,0,10,1670,-270,2,"0"
"2022-07-31",32,"Lavoratore dipendente","MOLISE",139183.77198798154,0,0,0,0,0,0,1,"0"
"2022-07-31",36,"Lavoratore dipendente","CAMPANIA",-82904.30352678748,7,41,0,0,0,0,2,"0"
"2022-07-31",32,"Imprenditore","UMBRIA",-166564.28306402595,114,0,0,0,0,0,2,"0"
"2022-07-31",23,"Imprenditore","TOSCANA",32850.8759900058,66,52,0,0,0,0,4,"0"
"2022-07-31",56,"Lavoratore dipendente","SICILIA",-13093.453382483223,0,0,3,0,0,0,2,"1"
"2022-07-31",23,"Non occupato","BASILICATA",50775.68580272234,17,73,0,0,0,0,13,"1"
"2022-07-31",21,"Studente","LOMBARDIA",-185843.94493273043,0,0,3,2,484,-578,1,"0"
"2022-07-31",22,"Lavoratore autonomo","MOLISE",81159.80463304144,0,0,0,0,0,0,7,"0"
"2022-07-31",23,"Studente","CALABRIA",-22994.33175279491,0,88,76,73,28543,-36354,3,"0"
"2022-07-31",22,"Lavoratore dipendente","VENETO",50535.727188698525,127,12,0,32,8032,-960,1,"0"
"2022-07-31",34,"Non occupato","MOLISE",-5715.646746209732,0,0,27,2,970,-56,4,"1"
"2022-07-31",39,"Lavoratore autonomo","MOLISE",-32544.38033976001,0,41,0,0,0,0,3,"1"
"2022-07-31",24,"Studente","ABRUZZO",-159310.89871895127,0,97,0,17,357,-3332,2,"0"
"2022-07-31",62,"Lavoratore autonomo","MARCHE",-41494.13557917026,67,11,0,0,0,0,10,"1"
"2022-07-31",55,"Studente","CALABRIA",67260.77395506501,0,0,0,16,3360,-432,5,"1"
"2022-07-31",30,"Non occupato","LAZIO",-133632.01037423543,0,0,0,4,1940,-1524,1,"0"
"2022-07-31",44,"Studente","LAZIO",69915.32585947412,66,0,0,0,0,0,8,"0"
"2022-07-31",34,"Non occupato","TOSCANA",-82705.56853100588,64,0,0,0,0,0,1,"0"
"2022-07-31",24,"Non occupato","VALLE AOSTA",-25553.570888128168,0,0,0,0,0,0,1,"0"
"2022-07-31",25,"Non occupato","SARDEGNA",-95229.39606132674,0,1,12,2,924,-100,1,"0"
"2022-07-31",22,"Lavoratore autonomo","LIGURIA",-78205.65740556507,0,10,58,2,66,-96,6,"1"
"2022-07-31",32,"Lavoratore autonomo","TRENTINO-ALTO ADIGE",182303.87852331583,0,0,25,0,0,0,3,"1"
"2022-07-31",22,"Imprenditore","FRIULI-VENEZIA GIULIA",157672.33906871616,0,0,0,0,0,0,1,"0"
"2022-07-31",43,"Imprenditore","MARCHE",-37561.35689753713,14,0,24,0,0,0,5,"1"
"2022-07-31",22,"Studente","LIGURIA",-229048.95748992707,34,0,52,0,0,0,1,"0"
"2022-07-31",24,"Imprenditore","MOLISE",-7990.010580729366,35,0,0,13,3965,-5681,4,"0"
"2022-07-31",70,"Non occupato","SARDEGNA",-74904.27916670521,166,0,0,0,0,0,9,"0"
"2022-07-31",26,"Lavoratore dipendente","MARCHE",242063.52188406137,0,72,69,0,0,0,11,"0"
"2022-07-31",21,"Lavoratore dipendente","VENETO",50947.14963054065,63,65,25,25,1550,-11650,1,"0"
"2022-07-31",21,"Imprenditore","LIGURIA",78672.93973225525,0,43,0,0,0,0,2,"0"
"2022-07-31",26,"Lavoratore autonomo","SARDEGNA",-94060.37370115468,,0,0,40,11160,-17120,8,"0"
"2022-07-31",26,"Lavoratore autonomo","TOSCANA",165407.059733438,66,21,23,0,0,0,4,"0"
"2022-07-31",22,"Lavoratore autonomo","CALABRIA",-37256.5883302042,0,0,4,30,12060,-4710,1,"0"
"2022-07-31",43,,"LOMBARDIA",-64676.26667296821,117,55,106,62,17050,-15376,3,"1"
"2022-07-31",22,"Non occupato","CAMPANIA",-60441.91658097956,0,0,0,34,5814,-4726,1,"0"
"2022-07-31",21,"Lavoratore dipendente","MARCHE",130345.1839984703,0,0,69,8,1712,-1472,1,"0"
"2022-07-31",23,"Studente","PIEMONTE",-107990.61939891538,0,19,0,38,10374,-228,2,"0"
"2022-07-31",21,"Non occupato","LOMBARDIA",-21218.94613232827,0,0,21,17,6613,-2176,2,"0"
"2022-07-31",21,"Lavoratore dipendente","CALABRIA",-18058.41604364422,0,0,0,0,0,0,2,"0"
"2022-07-31",22,"Lavoratore autonomo","SARDEGNA",31978.972003064227,0,0,60,0,0,0,1,"0"
"2022-07-31",26,"Non occupato","CALABRIA",-113124.47308867752,68,29,26,23,3059,-7912,7,"0"
"2022-07-31",23,"Imprenditore","VENETO",96492.76673852098,188,55,29,25,8150,-8325,2,"0"
"2022-07-31",23,"Lavoratore dipendente","BASILICATA",116405.46704879182,0,68,7,30,14640,-60,1,"0"
"2022-07-31",22,"Non occupato","PIEMONTE",160105.0368896511,86,0,2,0,0,0,10,"1"
"2022-07-31",21,"Lavoratore autonomo","UMBRIA",69105.75051079113,0,60,0,49,12152,-11123,7,"0"
"2022-07-31",25,"Imprenditore","EMILIA-ROMAGNA",61127.995985697016,221,0,17,11,1232,-5049,9,"0"
"2022-07-31",22,"Studente","BASILICATA",-35929.210071008085,113,0,67,6,1740,-132,3,"0"
"2022-07-31",23,"Non occupato","LAZIO",-72209.06582389197,0,30,10,0,0,0,8,"0"
"2022-07-31",51,"Imprenditore","UMBRIA",-55934.16333731006,176,135,0,0,0,0,6,"1"
"2022-07-31",22,"Studente","FRIULI-VENEZIA GIULIA",-63282.54211370781,59,71,65,14,392,-3402,1,"0"
"2022-07-31",23,"Lavoratore autonomo","FRIULI-VENEZIA GIULIA",210794.9828505485,32,0,5,0,0,0,1,"0"
"2022-07-31",21,"Lavoratore autonomo","FRIULI-VENEZIA GIULIA",-24410.194461097963,0,0,0,0,0,0,1,"0"
"2022-07-31",65,"Imprenditore","PUGLIA",136648.56636419336,58,170,12,0,0,0,2,"0"
"2022-07-31",32,"Lavoratore autonomo","TRENTINO-ALTO ADIGE",88564.77229789502,0,32,0,17,3417,-7701,2,"0"
"2022-07-31",24,"Imprenditore","BASILICATA",96512.91727962263,35,0,0,0,0,0,1,"0"
"2022-07-31",33,"Lavoratore dipendente","MOLISE",-2971.0451663121935,78,52,22,15,4755,-4110,1,"0"
"2022-07-31",24,"Imprenditore","CALABRIA",93330.54336285952,0,48,0,18,3690,-2862,2,"0"
"2022-07-31",34,"Studente","MARCHE",-174213.0776427753,0,20,37,10,4430,-4030,1,"0"
"2022-07-31",21,"Lavoratore dipendente","PIEMONTE",-107740.74627014223,24,0,0,0,0,0,12,"0"
"2022-07-31",23,"Non occupato","SARDEGNA",21601.9696774279,0,17,0,30,2520,-2580,9,"1"
"2022-07-31",76,"Imprenditore","LIGURIA",138798.43418257023,0,0,0,48,23712,-8592,10,"0"
"2022-07-31",40,"Studente","PIEMONTE",42194.59631924058,0,54,0,0,0,0,9,"1"
"2022-07-31",24,"Imprenditore","SICILIA",5343.552985040078,0,0,0,0,0,0,11,"0"
"2022-07-31",23,"Lavoratore autonomo","TOSCANA",-26670.048995684952,51,0,0,0,0,0,2,"0"
"2022-07-31",21,"Non occupato","PUGLIA",61524.038980779784,244,0,39,10,690,-1980,4,"0"
"2022-07-31",22,"Lavoratore autonomo","VENETO",117454.7437810075,191,0,6,0,0,0,1,"0"
"2022-07-31",22,"Non occupato","LOMBARDIA",211002.85586143177,0,0,0,9,4176,-2025,6,"1"
"2022-07-31",38,"Imprenditore","LIGURIA",108252.38376595982,128,0,38,40,1880,-5960,1,"0"
"2022-07-31",38,"Lavoratore dipendente","LIGURIA",152729.61094704762,171,99,59,8,1864,-3352,4,"1"
"2022-07-31",21,"Non occupato","MARCHE",71746.10157778456,129,0,0,9,1899,-3852,1,"0"
"2022-07-31",23,"Studente","VENETO",-96351.03603797176,89,0,25,0,0,0,1,"0"
"2022-07-31",26,"Non occupato","PIEMONTE",-26468.675701526492,0,41,58,31,7130,-6045,4,"0"
"2022-07-31",25,"Studente","FRIULI-VENEZIA GIULIA",-213402.93782491007,0,57,0,11,2398,-2662,1,"0"
"2022-07-31",25,"Imprenditore","ABRUZZO",173401.1702144252,0,0,0,0,0,0,1,"0"
"2022-07-31",22,"Imprenditore","EMILIA-ROMAGNA",-86384.952018826,0,46,0,3,234,-672,2,"0"
"2022-07-31",24,"Non occupato","ABRUZZO",-155109.43192282977,19,0,0,1,399,-74,4,"0"
"2022-07-31",32,,"ABRUZZO",28697.88092208508,0,0,0,0,0,0,10,"0"
"2022-07-31",22,"Imprenditore","LAZIO",-52776.176650271955,42,57,0,34,5814,-11764,2,"0"
"2022-07-31",22,"Non occupato","LOMBARDIA",31319.33706179141,36,68,74,0,0,0,6,"1"
"2022-07-31",60,"Lavoratore dipendente","MOLISE",-46380.37896422304,0,0,0,0,0,0,4,"1"
"2022-07-31",25,"Imprenditore","TRENTINO-ALTO ADIGE",-52427.227540133084,89,0,0,0,0,0,7,"0"
"2022-07-31",21,"Lavoratore dipendente","ABRUZZO",36287.59986371475,110,0,0,4,300,-1096,1,"0"
"2022-07-31",39,"Imprenditore","UMBRIA",40736.474570647435,0,6,38,0,0,0,12,"1"
"2022-07-31",26,"Non occupato","SICILIA",-92129.17320473256,55,0,0,12,708,-108,2,"0"
"2022-07-31",23,"Lavoratore dipendente","VENETO",-3668.363858083375,0,0,0,14,6300,-2114,1,"0"
"2022-07-31",23,"Non occupato","EMILIA-ROMAGNA",-53825.12829334986,79,26,80,0,0,0,1,"0"
"2022-07-31",30,"Studente","MARCHE",-117434.34670828092,41,89,43,15,4425,-6000,2,"0"
"2022-07-31",26,"Studente","BASILICATA",-84973.79861967544,0,40,0,0,0,0,1,"0"
"2022-07-31",46,"Lavoratore autonomo","MOLISE",75267.08015780899,0,0,0,0,0,0,2,"0"
"2022-07-31",54,"Studente","UMBRIA",-14508.622565290254,0,0,4,0,0,0,1,"0"
"2022-07-31",22,"Imprenditore","MARCHE",-30710.80386829877,0,89,0,27,864,-5238,1,"0"
"2022-07-31",23,"Imprenditore","BASILICATA",47058.64989805926,0,46,0,50,7250,-24450,2,"0"
"2022-07-31",33,"Non occupato","TOSCANA",-37073.784724670295,70,0,0,16,2304,-3088,1,"0"
"2022-07-31",24,"Lavoratore dipendente","CALABRIA",74088.18490076385,5,0,70,44,8580,-13244,1,"0"
"2022-07-31",22,"Imprenditore","FRIULI-VENEZIA GIULIA",64178.5686144795,0,0,33,16,4656,-6224,3,"1"
"2022-07-31",47,"Lavoratore dipendente","PUGLIA",70881.54632262539,114,0,37,0,0,0,7,"0"
"2022-07-31",21,"Imprenditore","FRIULI-VENEZIA GIULIA",-141809.58543648603,41,0,92,0,0,0,2,"0"
"2022-07-31",25,"Imprenditore","LIGURIA",46207.71990311523,104,0,0,28,11144,-6664,2,"0"
"2022-07-31",26,"Studente","MARCHE",-180700.85208396835,0,29,0,20,1900,-2260,1,"0"
"2022-07-31",45,"Studente","UMBRIA",-22170.83424602456,18,0,46,21,1743,-7203,8,"1"
"2022-07-31",21,"Imprenditore","BASILICATA",56525.92299064689,122,0,123,9,3186,-3942,1,"0"
"2022-07-31",26,"Imprenditore",,-63980.580100401494,81,0,0,31,2108,-15004,2,"0"
"2022-07-31",22,"Non occupato","CALABRIA",-91430.30944421489,0,0,40,14,518,-3682,1,"0"
"2022-07-31",32,"Imprenditore","SICILIA",-65239.8621308572,41,14,0,0,0,0,2,"0"
"2022-07-31",22,"Non occupato","FRIULI-VENEZIA GIULIA",-80025.82900474366,0,0,0,39,15639,-2028,1,"0"
"2022-07-31",25,"Lavoratore autonomo","TOSCANA",-56079.218693133706,0,79,25,31,11656,-15438,1,"0"
"2022-07-31",48,"Studente","LIGURIA",82066.85964346185,0,20,0,0,0,0,8,"0"
"2022-07-31",53,"Lavoratore dipendente","LAZIO",88499.82505308386,0,0,8,9,1431,-45,7,"1"
"2022-07-31",24,"Lavoratore dipendente","BASILICATA",-85252.2328107719,0,0,9,7,259,-1806,1,"0"
"2022-07-31",43,"Lavoratore autonomo","CAMPANIA",26395.24930919448,236,102,0,0,0,0,6,"1"
"2022-07-31",23,"Studente","MOLISE",75108.91809261861,67,0,0,0,0,0,2,"0"
"2022-07-31",52,"Lavoratore dipendente","MOLISE",143880.63813459052,191,0,76,0,0,0,7,"0"
"2022-07-31",22,"Lavoratore dipendente","SARDEGNA",-50274.52425690012,0,0,4,30,9630,-1260,7,"0"
"2022-07-31",23,"Lavoratore autonomo","SICILIA",-116242.19093625728,202,0,0,0,0,0,8,"0"
"2022-07-31",25,"Lavoratore autonomo","VENETO",-7439.390591457739,0,0,,0,0,0,8,"0"
"2022-07-31",21,"Lavoratore autonomo","LOMBARDIA",61561.505997621,121,71,0,15,2460,-5115,1,"0"
"2022-07-31",23,"Lavoratore dipendente","SICILIA",-32331.91872281154,0,0,57,2,628,-294,11,"0"
"2022-07-31",24,"Lavoratore autonomo","SARDEGNA",-41166.85218241525,175,0,0,11,5159,-2860,2,"0"
"2022-07-31",24,"Non occupato","FRIULI-VENEZIA GIULIA",-9854.03825150826,0,0,0,0,0,0,8,"0"
"2022-07-31",25,"Lavoratore autonomo","EMILIA-ROMAGNA",19388.977024115426,63,0,0,0,0,0,8,"0"
"2022-07-31",21,"Studente","VENETO",-41843.67196196679,67,0,0,0,0,0,4,"0"
"2022-07-31",22,"Lavoratore dipendente","UMBRIA",59606.99235941028,0,66,33,8,3304,-1880,1,"0"
"2022-07-31",22,"Imprenditore","MARCHE",91935.59244399356,0,0,0,8,1896,-2936,11,"0"
"2022-07-31",22,"Lavoratore dipendente","PUGLIA",-9236.364601622818,33,136,0,19,570,-5909,9,"1"
"2022-07-31",25,"Lavoratore dipendente","CAMPANIA",-85962.6587359638,0,0,21,0,0,0,5,"0"
"2022-07-31",23,"Imprenditore","FRIULI-VENEZIA GIULIA",-115465.0061386974,0,0,37,0,0,0,9,"0"
"2022-07-31",22,"Studente","TRENTINO-ALTO ADIGE",63375.54873163959,89,0,12,0,0,0,2,"0"
"2022-07-31",22,"Lavoratore dipendente","MOLISE",-133845.08169373203,0,65,0,0,0,0,2,"0"
"2022-07-31",58,"Studente","LIGURIA",215832.84003819403,147,0,64,0,0,0,8,"1"
"2022-07-31",22,"Studente","MOLISE",-9714.985629177234,50,8,29,26,5616,-2470,8,"0"
"2022-07-31",21,"Imprenditore","CALABRIA",54068.32480326722,0,0,0,0,0,0,2,"0"
"2022-07-31",22,"Lavoratore dipendente","LOMBARDIA",-37162.477685437974,0,15,68,0,0,0,2,"0"
"2022-07-31",24,"Non occupato","MARCHE",-39644.71217468594,46,0,0,0,0,0,1,"0"
"2022-07-31",45,"Studente","MARCHE",54069.55661651418,0,16,14,0,0,0,3,"1"
"2022-07-31",54,"Studente","LIGURIA",-149948.56987228934,68,0,0,4,1612,-1200,11,"0"
"2022-07-31",34,"Non occupato","LOMBARDIA",-75397.83719108622,98,3,0,0,0,0,2,"0"
"2022-07-31",38,"Lavoratore autonomo","CALABRIA",-195913.1978095963,71,0,37,0,0,0,1,"0"
"2022-07-31",25,"Lavoratore dipendente","VENETO",-112672.93151084392,107,0,85,0,0,0,1,"0"
"2022-07-31",22,"Lavoratore autonomo","VALLE AOSTA",-11516.447551153944,103,0,71,0,0,0,1,"0"
"2022-07-31",22,"Lavoratore autonomo","EMILIA-ROMAGNA",-61078.94751522992,56,0,15,0,0,0,8,"0"
"2022-07-31",25,"Lavoratore dipendente","LIGURIA",12282.10191974935,241,55,5,0,0,0,1,"0"
"2022-07-31",22,"Lavoratore dipendente","PUGLIA",-95074.6648240626,30,72,5,6,846,-1986,6,"1"
"2022-07-31",26,"Studente","MARCHE",-9608.74471005038,0,16,0,0,0,0,2,"0"
"2022-07-31",23,"Non occupato","EMILIA-ROMAGNA",38242.90363402281,21,0,0,0,0,0,2,"0"
"2022-07-31",22,"Non occupato","EMILIA-ROMAGNA",-87779.75652505679,55,74,,0,0,0,2,"0"
"2022-07-31",21,"Lavoratore dipendente","TOSCANA",71035.25210194613,0,0,41,60,26400,-25440,2,"0"
"2022-07-31",23,"Non occupato","LIGURIA",88344.38781656383,176,50,0,27,9963,-11583,5,"0"
"2022-07-31",22,"Non occupato","ABRUZZO",124323.55304954466,0,28,0,11,1441,-2618,1,"0"
"2022-07-31",26,"Non occupato","MOLISE",-35862.13886112495,32,17,38,0,0,0,4,"0"
"2022-07-31",32,"Studente","LOMBARDIA",-156659.55640858386,0,0,0,0,0,0,1,"0"
"2022-07-31",33,"Lavoratore autonomo","UMBRIA",-122796.9062937078,0,0,0,0,0,0,4,"0"
"2022-07-31",21,"Lavoratore dipendente","VALLE AOSTA",137674.44983603078,86,0,69,16,7264,-1760,1,"0"
"2022-07-31",22,"Lavoratore autonomo","TRENTINO-ALTO ADIGE",-233467.7441363567,0,0,31,0,0,0,10,"0"
"2022-07-31",25,"Non occupato","PUGLIA",30889.315291003808,0,0,0,0,0,0,7,"0"
"2022-07-31",23,"Lavoratore dipendente","BASILICATA",86409.61819130942,,0,101,0,0,0,1,"0"
"2022-07-31",26,"Non occupato","LOMBARDIA",-117297.16662848888,55,121,3,40,4760,-280,2,"0"
"2022-07-31",71,"Lavoratore autonomo","UMBRIA",-15825.078203657253,53,0,6,10,3880,-760,1,"0"
"2022-07-31",47,"Lavoratore autonomo","BASILICATA",61838.7827668736,112,81,51,0,0,0,10,"1"
"2022-07-31",22,"Imprenditore","SARDEGNA",25742.50607958945,64,0,0,0,0,0,10,"1"
"2022-07-31",22,"Non occupato","PUGLIA",102727.46580461902,0,51,0,0,0,0,8,"0"
"2022-07-31",73,"Lavoratore autonomo","TOSCANA",-19441.399219947063,184,0,42,22,6424,-440,2,"0"
"2022-07-31",46,"Non occupato","BASILICATA",26071.0786005935,1,0,117,2,994,-992,1,"0"
"2022-07-31",22,"Imprenditore","ABRUZZO",82877.01549960129,168,15,92,18,6408,-1908,1,"0"
"2022-07-31",33,"Lavoratore autonomo","CALABRIA",9577.665406188878,0,23,0,0,0,0,1,"0"
"2022-07-31",24,"Non occupato","PIEMONTE",15749.538227711097,,69,0,0,0,0,1,"0"
"2022-07-31",25,"Non occupato","VENETO",100692.21801217452,3,0,12,28,2044,-3360,2,"0"
"2022-07-31",21,"Lavoratore autonomo","TOSCANA",-92982.37353222494,0,0,57,8,2120,-1152,2,"0"
"2022-07-31",31,"Lavoratore autonomo","ABRUZZO",-62508.20387065754,0,0,3,0,0,0,1,"0"
"2022-07-31",23,"Imprenditore","MARCHE",29790.43760850409,0,0,0,35,6440,-4760,3,"0"
"2022-07-31",23,"Non occupato","SARDEGNA",-115429.16425256856,82,14,0,0,0,0,1,"0"
"2022-07-31",23,"Lavoratore autonomo","PIEMONTE",155048.98635677126,,0,0,29,928,-11194,4,"0"
"2022-07-31",35,"Non occupato","BASILICATA",209409.17781621616,130,11,10,17,1326,-527,8,"0"
"2022-07-31",25,"Lavoratore autonomo","BASILICATA",-96664.59730189688,125,0,0,12,1884,-2016,2,"0"
"2022-07-31",61,"Imprenditore","CAMPANIA",11261.67869602701,7,95,99,25,1025,-950,3,"1"
"2022-07-31",25,"Studente","BASILICATA",34253.25764610055,95,0,0,0,0,0,1,"0"
"2022-07-31",25,"Imprenditore","PUGLIA",-88394.44437005949,45,0,35,0,0,0,1,"0"
"2022-07-31",26,"Studente","VENETO",170048.98827081703,57,60,33,0,0,0,8,"0"
"2022-07-31",22,"Lavoratore dipendente","SICILIA",-3062.8767282295507,68,61,0,0,0,0,10,"0"
"2022-07-31",26,"Imprenditore","UMBRIA",78870.83516399874,0,0,14,0,0,0,10,"0"
"2022-07-31",21,"Lavoratore dipendente","CALABRIA",86479.10034512046,12,0,0,34,16388,-11050,1,"0"
"2022-07-31",21,"Non occupato","EMILIA-ROMAGNA",175637.23901018326,0,0,0,41,9307,-3444,9,"0"
"2022-07-31",21,"Studente","PIEMONTE",35940.83430714614,9,39,0,44,20372,-17952,7,"0"
"2022-07-31",42,"Lavoratore dipendente","MOLISE",-129035.47072038402,0,51,43,6,522,-2244,11,"0"
"2022-07-31",26,"Imprenditore","LOMBARDIA",69233.57440645747,1,39,10,0,0,0,2,"0"
"2022-07-31",23,"Lavoratore autonomo","PIEMONTE",-91929.2309641812,82,0,48,26,2470,-6266,1,"0"
"2022-07-31",36,"Lavoratore dipendente","MARCHE",-91818.71588341988,0,0,65,0,0,0,7,"1"
"2022-07-31",23,"Lavoratore dipendente","BASILICATA",111659.28460857342,125,2,4,0,0,0,1,"0"
"2022-07-31",23,"Imprenditore","SARDEGNA",132521.99114832148,20,0,0,0,0,0,8,"0"
"2022-07-31",45,"Studente","CAMPANIA",112196.37993664196,0,19,0,0,0,0,1,"0"
"2022-07-31",24,"Lavoratore dipendente","SICILIA",67482.83133615313,123,45,9,0,0,0,3,"0"
"2022-07-31",21,"Non occupato","PIEMONTE",-45403.67679492112,127,5,0,1,352,-184,7,"0"
"2022-07-31",45,"Imprenditore","SICILIA",126050.3603317702,326,39,0,1,33,-249,1,"0"
"2022-07-31",24,"Non occupato","LOMBARDIA",-81478.79027067442,0,87,31,41,18122,-6970,3,"0"
"2022-07-31",22,"Lavoratore autonomo","CAMPANIA",159145.7342981595,242,0,24,40,5840,-360,9,"1"
"2022-07-31",40,"Lavoratore dipendente","MOLISE",-172654.14431394736,132,0,29,13,3978,-6357,5,"1"
"2022-07-31",33,"Imprenditore","FRIULI-VENEZIA GIULIA",62192.09731972256,20,0,0,0,0,0,11,"0"
"2022-07-31",22,"Lavoratore dipendente","ABRUZZO",23607.45428119825,29,0,4,0,0,0,1,"0"
"2022-07-31",26,"Lavoratore dipendente","SARDEGNA",13981.28402149355,183,0,84,0,0,0,1,"0"
"2022-07-31",48,"Studente","EMILIA-ROMAGNA",101969.0622778096,159,0,52,25,5950,-1975,1,"0"
"2022-07-31",47,"Non occupato","SARDEGNA",-151014.38841171248,0,0,0,0,0,0,1,"0"
"2022-07-31",30,"Lavoratore dipendente","VALLE AOSTA",-19027.04359873946,108,17,0,0,0,0,2,"0"
"2022-07-31",23,"Imprenditore","TRENTINO-ALTO ADIGE",12618.748206759865,39,0,13,15,3840,-90,3,"0"
"2022-07-31",25,"Studente","EMILIA-ROMAGNA",203095.18212203128,120,0,0,0,0,0,1,"0"
"2022-07-31",26,"Lavoratore autonomo","LAZIO",-201067.64700727697,0,0,25,19,1615,-1824,2,"0"
"2022-07-31",35,"Studente","LAZIO",-260750.26613522245,0,77,0,0,0,0,1,"0"
"2022-07-31",47,"Imprenditore","TOSCANA",65808.967598591,8,62,1,24,7224,-10416,2,"0"
"2022-07-31",47,"Lavoratore dipendente","CALABRIA",113447.00382117742,0,0,0,35,13580,-13475,5,"1"
"2022-07-31",58,"Studente","MARCHE",86372.25072035338,65,0,1,0,0,0,9,"1"
